fixture_id	method	method_short	background_recording_id	background_window_id	mad_stratum	injection_seed	source_count	crowding_case	source_index	morphology	truth_center_y	truth_center_x	source_on_truth_center_score_z	intervention_truth_center_score_z	source_on_native_full_pixel_rank	source_on_native_full_pixel_count	source_on_local_pixel_rank	source_on_local_pixel_count	intervention_local_pixel_rank	source_on_top4_cutoff_score_z	source_on_top4_cutoff_margin_z	source_on_strongest_outside_match_radius_score_z	source_on_strongest_outside_match_radius_margin_z	source_on_strongest_outside_match_radius_distance_px	source_on_top4_min_distance_to_truth_px	source_on_top4_displaced	source_on_recovered	intervention_recovered	classification	native_candidates_semantics
060126_10_rest__window_1_low_mad__sources_1__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	1	single	0	crescent	40	41	3.977637628049545	3.2015655481122796	2	4096	1	49	1	3.558248937942302	0.419388690107243	4.0909068668819755	-0.11326923883243056	28.42534080710379	0.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	1	single	0	crescent	40	41	0.3770564513500625	0.22113553442404243	1439	4096	23	49	22	2.688188968326022	-2.3111325169759596	3.3164907774569246	-2.939434326106862	31.144823004794873	31.144823004794873	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	1	single	0	crescent	40	41	2.4672938858133695	2.0109341530660734	68	4096	8	49	1	3.518569501033111	-1.0512756152197413	4.0211978895685885	-1.553904003755219	19.924858845171276	19.4164878389476	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	1	single	0	ellipse	29	49	3.9129626606963814	2.359130199367708	5	4096	4	49	3	3.558248937942302	0.35471372275407953	4.0909068668819755	-0.17794420618559403	32.202484376209235	2.23606797749979	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	1	single	0	ellipse	29	49	3.494184312081896	1.8492492234220705	2	4096	2	49	2	2.8326314631440006	0.6615528489378955	3.2664978610357007	0.22768645104619534	39.81205847478876	1.4142135623730951	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	1	single	0	ellipse	29	49	0.7360864122113056	1.476614984054696	1028	4096	16	49	3	3.4990956293647453	-2.7630092171534395	3.917316255577362	-3.181229843366056	16.1245154965971	2.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	1	single	0	crescent	48	12	3.3611311474139445	-0.06571411533862515	10	4096	1	49	40	3.474147491956623	-0.11301634454267839	4.0909068668819755	-0.729775719468031	51.97114584074513	38.07886552931954	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	1	single	0	crescent	48	12	2.274486530859446	1.6894337776481994	44	4096	8	49	2	2.710647112815366	-0.43616058195592	3.2504866610697545	-0.9760001302103083	11.180339887498949	2.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_1__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	1	single	0	crescent	48	12	1.2912148681364568	1.6382371175724648	494	4096	4	49	1	3.4797574972779928	-2.188542629141536	4.004927311935773	-2.7137124437993156	35.4682957019364	31.304951684997057	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	2	separated	0	ellipse	52	20	3.7620762298039505	0.8428423746960099	6	4096	2	49	9	3.599202089459877	0.16287414034407366	4.0909068668819755	-0.32883063707802496	43.41658669218482	1.4142135623730951	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	2	separated	1	crescent	11	24	2.374142325437302	1.221219782471828	88	4096	4	49	11	3.599202089459877	-1.2250597640225749	4.0909068668819755	-1.7167645414446735	61.07372593840988	21.840329667841555	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	2	separated	0	ellipse	52	20	1.807107434889688	1.3751470367603613	111	4096	4	49	4	2.6765185074055076	-0.8694110725158195	3.317450338328011	-1.510342903438323	18.027756377319946	12.165525060596439	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	2	separated	1	crescent	11	24	-0.2663043880123056	0.6497731813952267	2494	4096	21	49	8	2.6765185074055076	-2.9428228954178133	3.317450338328011	-3.5837547263403167	29.5296461204668	15.811388300841896	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	2	separated	0	ellipse	52	20	1.5595359444172354	0.6166616104903561	343	4096	8	49	16	3.484900124036627	-1.9253641796193914	4.091216732556994	-2.5316807881397585	34.438350715445125	32.55764119219941	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	2	separated	1	crescent	11	24	2.1902623875610203	1.5037815955075216	113	4096	6	49	7	3.484900124036627	-1.2946377364756065	4.091216732556994	-1.9009543449959736	14.866068747318506	9.219544457292887	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	2	overlap	0	ellipse	30	30	2.056500204289427	1.3590578924646857	162	4096	11	49	20	3.558248937942302	-1.501748733652875	4.0909068668819755	-2.0344066625925485	43.278170016764804	1.4142135623730951	False	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	2	overlap	1	crescent	32	31	4.760884517158066	4.057172888796715	5	4096	5	49	4	3.558248937942302	1.2026355792157637	4.0909068668819755	0.6699776502760901	41.23105625617661	1.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	2	overlap	0	ellipse	30	30	0.055585429185130396	0.9972805931597017	1963	4096	18	49	2	2.705701077688853	-2.6501156485037227	3.335083598184758	-3.279498168999628	21.18962010041709	19.1049731745428	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	2	overlap	1	crescent	32	31	-0.1662019013578482	0.8069827152649606	2317	4096	31	49	4	2.705701077688853	-2.8719029790467014	3.335083598184758	-3.5012854995426066	21.587033144922902	20.396078054371138	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	2	overlap	0	ellipse	30	30	1.557820678900238	1.906822823915026	345	4096	20	49	9	3.367272255714597	-1.8094515768143589	4.053594460981089	-2.4957737820808514	10.295630140987	2.23606797749979	False	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	2	overlap	1	crescent	32	31	2.5945099562616813	2.7925165473476907	47	4096	6	49	1	3.367272255714597	-0.7727622994529155	4.053594460981089	-1.4590845047194079	11.704699910719626	1.4142135623730951	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	2	near_neighbor	0	ellipse	33	15	1.587552497147624	1.4966629160188052	320	4096	10	49	4	3.558248937942302	-1.9706964407946779	4.267509814772065	-2.6799573176244413	6.324555320336759	6.324555320336759	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	2	near_neighbor	1	crescent	35	22	2.124776387547284	2.5259101847199066	143	4096	6	49	1	3.558248937942302	-1.433472550395018	4.0909068668819755	-1.9661304793346916	47.01063709417264	1.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	2	near_neighbor	0	ellipse	33	15	0.5243305068958769	1.1507600950206887	1219	4096	27	49	3	2.689269721160686	-2.1649392142648094	3.2307313837350833	-2.7064008768392065	6.4031242374328485	6.4031242374328485	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	2	near_neighbor	1	crescent	35	22	1.348075938707327	1.160879453579346	340	4096	2	49	2	2.689269721160686	-1.3411937824533593	3.2307313837350833	-1.8826554450277564	12.165525060596439	12.165525060596439	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	2	near_neighbor	0	ellipse	33	15	0.7604783551188978	1.5953370943533918	995	4096	19	49	1	3.575426864243548	-2.8149485091246502	4.063810482862952	-3.3033321277440546	23.323807579381203	17.029386365926403	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_2__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	2	near_neighbor	1	crescent	35	22	0.7624049489813812	1.0576238793483723	992	4096	25	49	4	3.575426864243548	-2.813021915262167	4.063810482862952	-3.3014055338815713	19.1049731745428	15.524174696260024	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	0	ellipse	13	51	2.2383140409930276	2.4623987160600413	123	4096	11	49	4	3.5992002961107143	-1.3608862551176868	5.434545711519703	-3.196231670526675	26.0	1.4142135623730951	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	1	crescent	27	20	0.06502718986164442	1.7890973723576615	1929	4096	23	49	1	3.5992002961107143	-3.53417310624907	5.434545711519703	-5.369518521658058	23.259406699226016	23.259406699226016	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	2	ellipse	37	41	5.434545711519703	4.055559265730257	1	4096	1	49	1	3.5992002961107143	1.8353454154089883	4.442247923574908	0.9922977879447945	24.698178070456937	0.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	3	crescent	41	51	1.62810825881709	1.038522983710898	318	4096	9	49	10	3.5992002961107143	-1.9710920372936243	5.434545711519703	-3.8064374527026126	10.770329614269007	10.770329614269007	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	0	ellipse	13	51	1.02085686042031	0.6035404620545047	650	4096	16	49	6	2.9180419088493776	-1.8971850484290675	3.298162466289909	-2.277305605869599	47.50789408087881	26.0	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	1	crescent	27	20	-0.6598921199856302	-0.5370097373070548	3033	4096	33	49	41	2.9180419088493776	-3.577934028835008	3.298162466289909	-3.958054586275539	14.142135623730951	11.40175425099138	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	2	ellipse	37	41	2.9180419088493776	1.7376363013032636	6	4096	1	49	2	2.9180419088493776	0.0	3.298162466289909	-0.3801205574405313	31.0	0.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	3	crescent	41	51	2.082541819062454	1.435106005704959	67	4096	11	49	5	2.9180419088493776	-0.8355000897869238	3.298162466289909	-1.215620647227455	41.19465984809196	1.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	0	ellipse	13	51	0.6745628097850764	1.2693075895023993	1084	4096	3	49	1	3.607575805922782	-2.9330129961377054	4.5474729184188085	-3.8729101086337323	26.0	10.0	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	1	crescent	27	20	-0.6871508247909122	-0.0033068486910868833	3157	4096	45	49	9	3.607575805922782	-4.294726630713694	4.5474729184188085	-5.2346237432097205	23.259406699226016	9.219544457292887	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	2	ellipse	37	41	4.5474729184188085	2.2279281872544607	1	4096	1	49	1	3.607575805922782	0.9398971124960265	4.017845329573099	0.5296275888457096	17.08800749063506	0.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3101	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3101	4	separated	3	crescent	41	51	-0.33009712372665306	0.6001681750350241	2614	4096	13	49	4	3.607575805922782	-3.9376729296494353	4.5474729184188085	-4.877570042145462	10.770329614269007	10.770329614269007	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	0	crescent	42	42	2.811903803680839	3.42695709918834	43	4096	7	49	2	3.5685826217165375	-0.7566788180356987	4.0909068668819755	-1.2790030632011367	26.40075756488817	1.4142135623730951	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	1	ellipse	43	38	0.9545001388645561	1.2241664020338265	786	4096	22	49	14	3.5685826217165375	-2.6140824828519813	4.0909068668819755	-3.1364067280174193	29.154759474226502	3.1622776601683795	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	2	crescent	34	17	-0.4480822254282291	1.3778187539917965	2778	4096	38	49	6	3.5685826217165375	-4.016664847144766	4.0909068668819755	-4.538989092310205	51.884487084291386	22.80350850198276	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	3	ellipse	47	14	0.8220724740166726	1.1328093650417417	924	4096	27	49	14	3.5685826217165375	-2.746510147699865	4.0909068668819755	-3.268834392865303	50.21951811795888	25.96150997149434	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	0	crescent	42	42	1.3893115206786912	1.1364881677760512	327	4096	7	49	2	2.7396196172485348	-1.3503080965698435	3.240906102824158	-1.8515945821454667	28.071337695236398	28.071337695236398	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	1	ellipse	43	38	-0.5543808518191794	-0.640909774310414	2883	4096	36	49	48	2.7396196172485348	-3.294000469067714	3.240906102824158	-3.795286954643337	24.020824298928627	24.020824298928627	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	2	crescent	34	17	-1.384073080594261	0.04468412018747925	3736	4096	46	49	12	2.7396196172485348	-4.123692697842795	3.240906102824158	-4.624979183418419	10.44030650891055	7.615773105863909	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	3	ellipse	47	14	2.386509444551383	1.7250170979406758	33	4096	8	49	2	2.7396196172485348	-0.3531101726971517	3.2377781875569176	-0.8512687430055346	10.770329614269007	3.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	0	crescent	42	42	2.6025678757038615	2.2077105368228342	46	4096	3	49	1	3.4606412717592328	-0.8580733960553713	4.020719188806862	-1.4181513131030008	22.135943621178654	21.213203435596427	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	1	ellipse	43	38	-0.08248278691268977	0.458538099053643	2189	4096	43	49	18	3.4606412717592328	-3.5431240586719226	4.020719188806862	-4.103201975719552	22.20360331117452	22.20360331117452	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	2	crescent	34	17	0.18668166422482704	1.002156456330317	1757	4096	20	49	1	3.4606412717592328	-3.2739596075344055	4.020719188806862	-3.834037524582035	22.20360331117452	16.64331697709324	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3102	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3102	4	overlap	3	ellipse	47	14	1.0603595484544863	0.6048658108396492	669	4096	15	49	17	3.4606412717592328	-2.4002817233047464	4.020719188806862	-2.960359640352376	33.421549934136806	29.546573405388315	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	0	crescent	14	49	3.9346303810483017	3.1744847458623577	3	4096	2	49	2	3.5720407324301617	0.3625896486181399	4.0909068668819755	-0.15627648583367382	46.17358552246078	1.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	1	ellipse	10	51	-0.8566079980719873	-0.0649733159226582	3342	4096	41	49	39	3.5720407324301617	-4.428648730502149	4.619912967224341	-5.476520965296328	4.123105625617661	4.123105625617661	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	2	crescent	24	16	0.41370190370199333	-0.4177255519713713	1421	4096	19	49	46	3.5720407324301617	-3.1583388287281684	4.619912967224341	-4.206211063522348	35.4400902933387	16.1245154965971	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	3	ellipse	35	23	-0.3417709993584676	0.9528706203923152	2617	4096	40	49	13	3.5720407324301617	-3.913811731788629	4.619912967224341	-4.961683966582808	34.20526275297414	3.1622776601683795	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	0	crescent	14	49	2.1841280034918054	1.7612313903606043	46	4096	5	49	2	2.7394838605971055	-0.5553558571053001	3.387408294274009	-1.2032802907822036	45.27692569068709	1.0	False	True	True	recovered_source_on	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	1	ellipse	10	51	1.5273555767119673	0.6679553121313547	229	4096	6	49	19	2.7394838605971055	-1.2121282838851382	3.387408294274009	-1.8600527175620416	49.09175083453431	4.123105625617661	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	2	crescent	24	16	-0.7635160772216932	-0.2889782577283538	3146	4096	35	49	36	2.7394838605971055	-3.5029999378187986	3.387408294274009	-4.1509243714957025	14.317821063276353	6.4031242374328485	True	False	False	attenuation_or_response_failure	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	3	ellipse	35	23	0.8095254462234602	1.1231760467742236	888	4096	23	49	11	2.7394838605971055	-1.9299584143736452	3.387408294274009	-2.5778828480505487	13.152946437965905	13.152946437965905	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	0	crescent	14	49	0.6938909870317986	1.7750020810174418	1071	4096	19	49	1	3.3982893839180295	-2.704398396886231	4.283886448546103	-3.5899954615143046	15.652475842498529	8.06225774829855	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	1	ellipse	10	51	-0.14072165930702502	0.44239282934385576	2291	4096	15	49	20	3.3982893839180295	-3.5390110432250546	4.283886448546103	-4.424608107853128	19.4164878389476	12.529964086141668	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	2	crescent	24	16	0.01685938697089678	-0.30692846751764713	2027	4096	35	49	48	3.3982893839180295	-3.3814299969471326	4.283886448546103	-4.267027061575207	19.235384061671343	10.770329614269007	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_1_low_mad__sources_4__seed_3103	random_encoder_conditional_pixel_residual_frozen_handcrafted_stack	random_residual	060126_10_rest	060126_10_rest__window_1_low_mad	low_mad	3103	4	near_neighbor	3	ellipse	35	23	0.7722364027769222	1.0686443666475007	982	4096	28	49	11	3.3982893839180295	-2.6260529811411075	4.283886448546103	-3.511650045769181	18.439088914585774	15.297058540778355	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_2_median_mad__sources_1__seed_3101	raw_frozen_handcrafted_stack	raw	060126_10_rest	060126_10_rest__window_2_median_mad	median_mad	3101	1	single	0	crescent	51	27	1.0153508102297204	1.069308762923567	730	4096	13	49	5	4.239060531683088	-3.2237097214533676	8.107623077990656	-7.0922722677609356	19.0	17.029386365926403	True	False	True	native_background_competition	unknown_not_negative
060126_10_rest__window_2_median_mad__sources_1__seed_3101	jepa_conditional_pixel_residual_frozen_handcrafted_stack	jepa_residual	060126_10_rest	060126_10_rest__window_2_median_mad	median_mad	3101	1	single	0	crescent	51	27	-0.9242339646930986	0.06978550954002971	3430	4096	2	49	12	3.105982782436959	-4.030216747130058	3.449064950975748	-4.373298915668847	26.248809496813376	15.264337522473747	True	False	True	native_background_competition	unknown_not_negative
