recording_id	background_dataset_id	window_count	mad_strata	forward_backward_review_window_count	local_translation_reliability_review_window_count	manifest_temporal_mad_median_across_windows	global_translation_p95_px_median_across_windows	forward_backward_closure_p95_px_median_across_windows	two_step_cycle_closure_p95_px_median_across_windows	search_boundary_pair_fraction_median_across_windows	tile_global_disagreement_p95_px_median_across_windows	raw_difference_mad_median_median_across_windows	raw_difference_mad_matched_support_median_median_across_windows	registered_over_raw_difference_mad_ratio_median_across_windows	raw_hc_source_on_micro_recall_median_across_windows	raw_hc_source_on_seed_sd_mean_median_across_windows	jepa_background_rms_ratio_median_across_windows	jepa_dynamic_mad_ratio_median_across_windows	jepa_seam_to_interior_jump_ratio_median_across_windows	local_window_to_full_field_p95_ratio_median_across_windows
060126_10_rest	060126	3	high_mad;low_mad;median_mad	0	3	42.995399475097656	8.079464510277393	3.9412917374193045e-16	14.874049347185942	0.12903225806451613	11.084476355283002	65.2344	65.2344	0.9634603467420064	0.38095238095238093	0.19641855032959654	1.8607345231888737	1.125018651813622	2.261567647439346	33.069525282064
060126_12_left	060126	3	high_mad;low_mad;median_mad	0	3	40.77149963378906	8.014286701129809	2.229086047453109e-16	13.111209052702618	0.0967741935483871	12.444072609585046	57.8214	57.8214	0.9498144094164981	0.23809523809523808	0.21465018361979293	1.802635735554742	1.1469820652317395	2.4801924391492736	19.418842427549002
060126_15_right	060126	3	high_mad;low_mad;median_mad	1	3	37.80630111694336	8.559750090715875	4.1078251911130745e-16	10.13755868638814	0.06451612903225806	13.474946190390071	50.4084	50.4084	0.9461360617904323	0.0	0.0	1.1476648305882429	1.085957937406348	2.7775175877780813	15.767124629726945
spon_ca_burst_3_hindbrain_to_tail_488_20ms	spon_ca_burst	3	high_mad;low_mad;median_mad	0	3	48.18449783325195	6.281187291531563	3.6362508232913105e-16	11.003206001910467	0.0	10.883483917178811	75.6126	74.87129999999999	0.9457192300129998	0.09523809523809523	0.039283710065919304	1.6179125343475647	1.0936457731124152	2.676868065989771	
