observation_id	site_id	original_roi_id	canonical_roi_id	trace_class_id	burst_id	stage	x_px	y_px	event_start_ui	event_end_ui	baseline	pre_noise_mad	event_peak	event_min	event_area_signed	event_area_positive	robust_snr	time_to_peak_s	fwhm_s	persistence_ratio	baseline_slope_per_s	spatial_center_peakmap	spatial_annulus_peakmap	center_annulus_contrast	effective_radius_px	peak_offset_px	high_response_components	annulus_event_peak	center_annulus_trace_correlation	raw_local_saturation_fraction	raw_center_saturation_fraction	previous_stage	shape_corr_from_previous	peak_gain_from_previous	peak_time_shift_from_previous_s	contrast_gain_from_previous	recovery_candidate_metadata_available	recovery_matched_at_58	recovery_nearest_rank	recovery_nearest_distance_px	ica_to_ls_effective_scale_proxy_median	ica_to_ls_effective_scale_proxy_min
b02__roi_new_001	roi_new_001@x428_y146	roi_new_001	roi_new_001	1	2	Local standardization	428.0	146.0	2040	2063	1.8067290782928467	2.2368162692964075	3.077451467514038	-2.7041733860969543	2.9280468891374767	19.78886604309082	1.3758177228862143	0.1	0.8	0.02864607700118494	1.725149420223066	3.89909154122758	2.5616043370841495	1.3374872041434305	8.494151911528762	0.2724383034460002	18	1.8395022120464337	0.8475085650983603	nan	nan	CS-Parzen ICA	0.9939344647053313	0.8799083998213836	0.0	0.9407704014086363	False				2.9712114312744164	1.6953135341933818
b01__roi_new_007	roi_new_007@x422_y68	roi_new_007	roi_new_007	1	1	Raw	422.0	68.0	2003	2026	1462.0	103.782	398.0	64.0	5016.0	5016.0	3.834961746701403	0.8	2.3	0.5979611341189557	21.28571428571413	333.61538461538464	257.0	76.61538461538464	8.375200021240612	0.43522260298919946	48	166.19318181818176	0.793811084047091	0.0	0.0		nan	nan	nan	nan	False				nan	nan
b01__roi_new_007	roi_new_007@x422_y68	roi_new_007	roi_new_007	1	1	CS-Parzen ICA	422.0	68.0	2003	2026	2.769674777984619	0.6804750347614288	4.8023176193237305	-1.328558325767517	33.82751154899597	37.99958562850952	7.057301689179674	0.2	1.3	0.19701809647384133	0.08776894637516475	4.1750754209665155	2.925178187814626	1.2498972331518896	8.349198397076682	0.38082966371543975	49	1.5617105547677386	0.7471505443793871	nan	nan	Raw	0.6368143359231057	0.012066124671637347	-0.6000000000000001	0.01631391970960088	False				nan	nan
b01__roi_new_007	roi_new_007@x422_y68	roi_new_007	roi_new_007	1	1	Local standardization	422.0	68.0	2003	2026	0.42252683639526367	0.7634048002257943	5.274126052856445	-1.7279638051986694	24.109415522776544	32.59300696849823	6.908688607129291	0.2	0.9	0.12876618636822149	0.09536244480737568	4.141185512909522	2.76853079568553	1.372654717223992	8.391013524410921	0.3958483146180265	52	1.4781028521670536	0.7426837514648144	nan	nan	CS-Parzen ICA	0.9776234353868366	1.0982459865911387	0.0	1.0982140608986934	False				2.1719715874286023	1.1039333056461216
b02__roi_002	roi_002@x438_y208	roi_002	roi_002	1	2	Raw	437.687	207.713	2040	2063	1190.0	274.281	383.0	-94.0	2843.0	3200.0	1.3963781669113196	0.2	0.9	0.07816711590293862	386.60714285714243	423.7692307692308	337.79545454545456	85.97377622377621	7.909940703132849	1.155706764610473	20	275.3863636363636	0.9544679374523933	0.0	0.0		nan	nan	nan	nan	True	True	18	1.845626722823441	nan	nan
b02__roi_002	roi_002@x438_y208	roi_002	roi_002	1	2	CS-Parzen ICA	437.687	207.713	2040	2063	3.7143750190734863	1.322492219352722	5.764743328094482	-1.6763787269592285	46.288551568984985	49.88652467727661	4.358999803081614	0.3	1.9	0.3584380871573898	3.3107894999640335	5.546178542650663	4.3698395761576565	1.1763389664930068	7.846239726008281	1.1561948384087013	14	3.729159437797286	0.9046155495502869	nan	nan	Raw	0.7013876325411322	0.015051549159476322	0.09999999999999998	0.013682532257481618	True	True	18	1.845626722823441	nan	nan
b02__roi_002	roi_002@x438_y208	roi_002	roi_002	1	2	Local standardization	437.687	207.713	2040	2063	0.515741765499115	0.8804926594778895	3.6801963448524475	-1.255467176437378	22.926142174750566	26.906227588653564	4.179701330906055	0.3	0.8	0.2052426795583897	2.2408279326877434	3.506807629090662	2.8128741907633166	0.6939334383273454	8.028995339423723	0.61247531653609	23	2.4115898853739384	0.9109060469639386	nan	nan	CS-Parzen ICA	0.9860673424413687	0.6383972598187693	0.0	0.5899094202466524	True	True	18	1.845626722823441	4.6588841949128454	2.259117231654429
b02__roi_016	roi_016@x388_y285	roi_016	roi_016	1	2	Raw	388.203	285.11	2040	2063	1390.0	87.4734	283.0	-108.0	2150.0	2328.0	3.235269236096513	0.1	1.8	0.48091603053404525	160.92857142857133	301.7692307692308	217.54545454545453	84.22377622377624	8.08587195528465	0.22422073982147905	30	160.18181818181824	0.7653433724119291	0.0	0.0		nan	nan	nan	nan	True	True	43	1.6368594930536857	nan	nan
b02__roi_016	roi_016@x388_y285	roi_016	roi_016	1	2	CS-Parzen ICA	388.203	285.11	2040	2063	2.059570074081421	0.9416356788396835	3.5718019008636475	-0.41557514667510986	28.799606680870056	30.134081840515137	3.793188785573374	0.3	1.8	0.48265140719445637	1.0938106945582793	3.96742438353025	2.7213159758936274	1.2461084076366227	8.037131332281719	0.12664490322583175	32	1.6507232920690016	0.8300949619564452	nan	nan	Raw	0.5201259978458348	0.01262120813021564	0.19999999999999998	0.01479520942294265	True	True	43	1.6368594930536857	nan	nan
b02__roi_016	roi_016@x388_y285	roi_016	roi_016	1	2	Local standardization	388.203	285.11	2040	2063	-0.46247968077659607	0.990246208101511	3.5265117585659027	-0.4532487690448761	26.3016964122653	27.81487589329481	3.561247421250564	0.3	1.8	0.4070625654691675	1.1395731648164136	3.8612850411580157	2.581728888231076	1.27955615292694	8.176613204901619	0.09627133886886506	32	1.6720645257208329	0.8335014315234127	nan	nan	CS-Parzen ICA	0.9961849876502848	0.9873200853400873	0.0	1.0268417611649958	True	True	43	1.6368594930536857	3.592770132260596	1.79528454362456
